216.	Dülmen	21.168	38.712	40.496	46.552	46.762	46.507	Nordrhein-Westfalen
217.	Herzogenrath	9.034(a)	42.722	44.284	46.853	46.708	46.462	Nordrhein-Westfalen
218.	Melle	16.154	40.859	41.579	45.390	46.141	46.451	Niedersachsen
219.	Landau in der Pfalz	31.437	36.522	37.274	41.122	43.615	46.292	Rheinland-Pfalz
220.	Lutherstadt Wittenberg	47.323	53.870	49.682	48.972	49.496	46.272	Sachsen-Anhalt
221.	Lahr/Schwarzwald	25.030	35.465	34.719	42.411	43.827	46.156	Baden-Württemberg
222.	Oberursel (Taunus)	25.301	38.979	40.180	42.096	43.741	46.069	Hessen
223.	Hof	54.058	53.180	52.913	50.741	46.286	45.950	Bayern
224.	Filderstadt4	11.311	37.300	38.498	41.924	44.348	45.807	Baden-Württemberg
225.	Fellbach	29.000	41.383	40.930	42.822	44.665	45.783	Baden-Württemberg
226.	Bünde	40.403	40.056	40.508	44.582	44.786	45.712	Nordrhein-Westfalen
227.	Gotha	57.010	57.892	54.525	48.376	45.593	45.589	Thüringen
228.	Weinheim	29.640	41.654	42.241	42.718	43.682	45.114	Baden-Württemberg
229.	Albstadt5	22.446	48.152	49.021	48.155	44.974	45.023	Baden-Württemberg
230.	Rodgau6	10.035	35.736	40.088	43.123	43.283	44.725	Hessen
231.	Bruchsal	27.151	37.351	38.059	41.580	43.224	44.532	Baden-Württemberg
232.	Erkrath	20.141	43.703	47.659	48.767	45.963	44.409	Nordrhein-Westfalen
233.	Brühl	40.975	42.895	41.829	43.839	44.260	44.144	Nordrhein-Westfalen
234.	Oranienburg	20.381	25.300	28.696	29.872	41.810	43.982	Brandenburg
235.	Neustadt am Rübenberge	13.463	38.226	39.532	45.026	45.049	43.964	Niedersachsen
236.	Lehrte	21.940	38.371	40.350	43.872	43.259	43.932	Niedersachsen
237.	Rottenburg am Neckar	13.083	31.770	36.006	40.987	42.501	43.615	Baden-Württemberg
238.	Falkensee	26.007	24.084	22.047	33.791	40.511	43.552	Brandenburg
239.	Kaufbeuren	38.918	42.013	40.432	41.905	41.843	43.478	Bayern
240.	Memmingen	32.955	38.298	39.333	40.849	41.025	43.470	Bayern
241.	Erkelenz	12.435	35.773	37.833	43.194	44.457	43.392	Nordrhein-Westfalen
242.	Kamen	42.058	44.017	46.160	46.565	44.398	43.275	Nordrhein-Westfalen
243.	Bietigheim-Bissingen7	22.492	34.365	38.961	40.312	42.810	43.266	Baden-Württemberg
244.	Kaarst	15.929	38.127	40.508	42.158	42.001	43.216	Nordrhein-Westfalen
245.	Pinneberg	34.987	36.683	37.518	39.423	42.508	43.155	Schleswig-Holstein
246.	Wismar	56.287	57.455	55.509	47.031	44.397	42.906	Mecklenburg-Vorpommern
247.	Eisenach	50.918	50.571	45.220	44.442	42.750	42.710	Thüringen
248.	Weiden in der Oberpfalz	42.244	43.886	42.234	43.030	41.961	42.543	Bayern
249.	Borken	29.402	32.420	36.049	40.474	41.245	42.509	Nordrhein-Westfalen
